"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge"
2,2020-01-02 01:30:24,2020-01-02 01:37:34,5,3.07,1,N,48,238,1,10.0,0.5,0.5,1.2,0.0,0.3,15.0,2.5
1,2020-01-02 01:21:09,2020-01-02 01:53:15,2,19.9,2,N,132,151,1,52.0,0.0,0.5,5.89,6.12,0.3,64.81,0.0
2,2020-01-02 01:33:17,2020-01-02 01:34:39,1,0.64,1,N,48,48,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
2,2020-01-02 01:36:05,2020-01-02 01:50:05,1,3.68,1,N,48,230,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
1,2020-01-02 01:51:34,2020-01-02 01:58:57,1,1.1,1,N,100,233,1,7.0,3.0,0.5,1.0,0.0,0.3,11.8,2.5
2,2020-01-02 01:15:37,2020-01-02 01:21:24,1,0.79,1,N,142,50,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-02 01:31:35,2020-01-02 02:05:12,5,26.87,1,N,132,181,2,70.0,0.5,0.5,0.0,0.0,0.3,71.3,0.0
2,2020-01-02 00:58:59,2020-01-02 01:07:43,1,2.15,1,N,68,164,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
2,2020-01-02 01:27:36,2020-01-02 01:40:09,1,2.93,1,N,114,162,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
1,2020-01-02 01:31:45,2020-01-02 01:56:53,1,17.1,2,N,132,161,1,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
2,2020-01-02 01:56:17,2020-01-02 02:13:03,1,13.23,2,N,10,170,1,52.0,0.0,0.5,15.36,6.12,0.3,76.78,2.5
1,2020-01-02 01:15:06,2020-01-02 01:20:57,1,1.0,1,N,68,246,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
1,2020-01-02 01:28:42,2020-01-02 01:40:04,1,2.0,1,N,48,249,1,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5
1,2020-01-02 01:49:44,2020-01-02 01:59:21,1,1.4,1,N,114,158,1,8.0,3.0,0.5,1.0,0.0,0.3,12.8,2.5
1,2020-01-02 01:20:38,2020-01-02 01:25:39,1,1.0,1,N,148,79,1,5.5,3.0,0.5,2.75,0.0,0.3,12.05,2.5
2,2020-01-02 01:49:19,2020-01-02 02:12:16,1,13.79,1,N,132,91,2,38.0,0.5,0.5,0.0,0.0,0.3,39.3,0.0
1,2020-01-02 01:24:35,2020-01-02 01:52:35,1,19.1,2,N,132,263,1,52.0,2.5,0.5,10.0,6.12,0.3,71.42,2.5
2,2020-01-02 01:03:27,2020-01-02 01:05:42,1,0.26,1,N,68,100,2,3.5,0.5,0.5,0.0,0.0,0.3,7.3,2.5
2,2020-01-02 01:45:06,2020-01-02 02:01:24,6,5.96,1,N,125,238,1,19.5,0.5,0.5,2.0,0.0,0.3,25.3,2.5
2,2020-01-02 01:19:11,2020-01-02 01:26:23,1,1.79,1,N,138,129,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0.0
2,2020-01-02 01:36:24,2020-01-02 01:55:28,1,8.62,1,N,138,107,1,26.0,0.5,0.5,7.18,6.12,0.3,43.1,2.5
2,2020-01-02 01:14:21,2020-01-02 01:18:51,2,1.72,1,N,79,162,1,6.5,0.5,0.5,1.0,0.0,0.3,11.3,2.5
2,2020-01-02 01:28:33,2020-01-02 01:33:16,1,0.89,1,N,48,50,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-02 01:21:57,2020-01-02 01:42:49,6,9.79,1,N,68,243,1,29.0,0.5,0.5,8.2,0.0,0.3,41.0,2.5
1,2020-01-02 01:17:17,2020-01-02 01:20:30,1,0.5,1,N,43,75,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0.0
1,2020-01-02 01:01:58,2020-01-02 01:08:16,1,1.9,1,N,142,68,1,7.5,3.0,0.5,3.35,0.0,0.3,14.65,2.5
2,2020-01-02 01:22:03,2020-01-02 01:36:10,1,1.11,1,N,62,61,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8,0.0
2,2020-01-02 01:10:55,2020-01-02 01:22:20,5,2.92,1,N,142,41,1,11.5,0.5,0.5,2.0,0.0,0.3,17.3,2.5
2,2020-01-02 01:23:59,2020-01-02 01:31:04,6,1.47,1,N,41,42,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0.0
2,2020-01-02 01:32:42,2020-01-02 01:38:49,6,1.59,1,N,42,168,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0.0
1,2020-01-02 01:44:24,2020-01-02 01:56:38,1,3.0,1,N,148,161,2,12.0,3.0,0.5,0.0,0.0,0.3,15.8,2.5
2,2020-01-02 01:22:09,2020-01-02 01:32:59,1,2.65,1,N,114,170,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
2,2020-01-02 01:17:43,2020-01-02 01:44:59,2,16.89,2,N,132,229,2,52.0,0.0,0.5,0.0,0.0,0.3,55.3,2.5
2,2020-01-02 01:05:10,2020-01-02 01:08:53,1,0.88,1,N,7,7,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,0.0
2,2020-01-02 01:21:11,2020-01-02 01:37:41,1,12.77,1,N,7,265,1,35.0,0.5,0.5,0.0,6.12,0.3,42.42,0.0
1,2020-01-02 01:10:54,2020-01-02 01:14:54,3,0.9,1,N,116,244,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0
1,2020-01-02 01:09:15,2020-01-02 01:13:36,1,0.8,1,N,48,50,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
2,2020-01-02 01:18:30,2020-01-02 01:31:18,4,2.88,1,N,68,161,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
2,2020-01-02 01:55:57,2020-01-02 02:05:02,2,2.19,1,N,114,68,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
2,2020-01-02 01:26:51,2020-01-02 01:38:22,1,2.41,1,N,48,137,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
2,2020-01-02 01:52:25,2020-01-02 02:07:38,2,4.42,1,N,48,146,2,15.5,0.5,0.5,0.0,0.0,0.3,19.3,2.5
1,2020-01-02 01:04:06,2020-01-02 01:16:01,1,3.4,1,N,79,230,2,12.0,3.0,0.5,0.0,0.0,0.3,15.8,2.5
2,2020-01-02 01:13:55,2020-01-02 01:16:58,1,0.89,1,N,113,114,1,5.0,0.5,0.5,0.88,0.0,0.3,9.68,2.5
2,2020-01-02 01:02:40,2020-01-02 01:21:05,2,8.68,1,N,138,186,1,26.5,0.5,0.5,2.0,6.12,0.3,38.42,2.5
2,2020-01-02 01:09:25,2020-01-02 01:26:52,6,6.01,1,N,79,151,2,18.5,0.5,0.5,0.0,0.0,0.3,22.3,2.5
2,2020-01-02 01:40:38,2020-01-02 01:40:45,1,0.0,5,N,133,133,1,60.0,0.0,0.5,12.16,0.0,0.3,72.96,0.0
2,2020-01-02 01:14:53,2020-01-02 01:48:10,1,21.15,2,N,132,143,1,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
2,2020-01-02 01:29:11,2020-01-02 01:35:40,3,1.45,1,N,90,79,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-02 01:20:09,2020-01-02 01:25:48,3,1.77,1,N,107,229,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-02 01:47:43,2020-01-02 02:07:46,1,6.28,1,N,100,129,1,20.5,0.5,0.5,2.0,0.0,0.3,26.3,2.5
2,2020-01-02 01:48:59,2020-01-02 01:56:19,1,1.75,1,N,141,238,1,8.0,0.5,0.5,1.2,0.0,0.3,13.0,2.5
1,2020-01-02 01:17:34,2020-01-02 01:18:10,1,0.0,5,N,68,68,1,61.42,0.0,0.0,6.0,0.0,0.3,67.72,0.0
2,2020-01-02 01:00:25,2020-01-02 01:17:34,1,8.77,1,N,138,148,2,26.0,0.5,0.5,0.0,0.0,0.3,29.8,2.5
2,2020-01-02 01:00:48,2020-01-02 01:14:19,1,4.58,1,N,100,7,1,15.5,0.5,0.5,5.0,0.0,0.3,24.3,2.5
2,2020-01-02 01:30:53,2020-01-02 01:48:13,1,8.05,1,N,138,233,1,24.5,0.5,0.5,5.0,6.12,0.3,39.42,2.5
2,2020-01-02 01:32:56,2020-01-02 02:01:05,1,18.33,2,N,132,4,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 01:05:49,2020-01-02 01:30:51,1,17.97,2,N,132,194,2,52.0,0.0,0.5,0.0,6.12,0.3,58.92,0.0
2,2020-01-02 01:16:42,2020-01-02 01:28:34,4,5.88,1,N,132,139,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,0.0
2,2020-01-02 01:03:12,2020-01-02 01:18:43,2,4.51,1,N,144,43,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
2,2020-01-02 01:30:13,2020-01-02 01:36:09,2,1.48,1,N,48,229,1,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
2,2020-01-02 01:09:06,2020-01-02 01:32:25,2,18.37,2,N,132,146,1,52.0,0.0,0.5,8.0,0.0,0.3,60.8,0.0
2,2020-01-02 01:37:14,2020-01-02 01:48:49,1,5.92,1,N,132,134,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,0.0
2,2020-01-02 01:17:38,2020-01-02 01:23:10,1,1.33,1,N,48,50,1,6.5,0.5,0.5,1.0,0.0,0.3,11.3,2.5
2,2020-01-02 01:34:35,2020-01-02 01:40:56,1,0.88,1,N,100,186,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-02 01:17:49,2020-01-02 01:20:29,6,0.38,1,N,74,74,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,0.0
2,2020-01-02 01:50:03,2020-01-02 01:54:09,1,0.56,1,N,79,79,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 01:57:42,2020-01-02 01:59:51,1,0.36,1,N,79,113,1,3.5,0.5,0.5,2.0,0.0,0.3,9.3,2.5
1,2020-01-02 01:23:31,2020-01-02 01:31:28,3,1.4,1,N,114,79,2,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
1,2020-01-02 01:38:11,2020-01-02 01:51:17,1,4.3,1,N,114,262,1,14.0,3.0,0.5,2.5,0.0,0.3,20.3,2.5
1,2020-01-02 01:43:16,2020-01-02 01:52:30,1,2.8,1,N,48,236,1,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5
2,2020-01-02 01:23:14,2020-01-02 01:30:59,1,1.4,1,N,114,79,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-02 01:43:16,2020-01-02 01:51:58,1,1.28,1,N,114,148,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-02 01:34:36,2020-01-02 01:59:01,2,17.43,2,N,132,141,2,52.0,0.0,0.5,0.0,0.0,0.3,55.3,2.5
2,2020-01-02 01:48:33,2020-01-02 02:16:15,1,17.5,1,N,132,36,1,48.0,0.5,0.5,9.86,0.0,0.3,59.16,0.0
2,2020-01-02 01:29:41,2020-01-02 01:51:00,1,14.21,1,N,138,139,2,39.0,0.5,0.5,0.0,0.0,0.3,40.3,0.0
2,2020-01-02 01:03:35,2020-01-02 01:19:18,1,5.68,1,N,100,166,2,19.0,0.5,0.5,0.0,0.0,0.3,22.8,2.5
2,2020-01-02 01:52:46,2020-01-02 02:05:40,1,2.8,1,N,48,79,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
2,2020-01-02 01:27:07,2020-01-02 01:32:04,1,1.36,1,N,137,229,1,6.5,0.5,0.5,3.09,0.0,0.3,13.39,2.5
2,2020-01-02 01:22:04,2020-01-02 01:36:33,5,3.62,1,N,113,50,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
2,2020-01-02 01:13:03,2020-01-02 01:19:43,1,1.83,1,N,114,164,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-02 01:50:38,2020-01-02 02:00:58,1,2.88,1,N,114,230,2,11.0,0.5,0.5,0.0,0.0,0.3,14.8,2.5
2,2020-01-02 01:15:21,2020-01-02 01:19:49,1,0.94,1,N,50,50,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-02 01:10:05,2020-01-02 01:21:57,1,2.71,1,N,113,161,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
1,2020-01-02 01:33:56,2020-01-02 01:39:12,1,1.1,1,N,48,163,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-02 00:59:40,2020-01-02 01:27:54,1,18.02,2,N,132,48,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 01:56:04,2020-01-02 02:00:12,1,0.66,1,N,79,114,1,5.0,0.5,0.5,1.0,0.0,0.3,9.8,2.5
2,2020-01-02 01:31:47,2020-01-02 01:55:35,1,18.08,2,N,132,234,2,52.0,0.0,0.5,0.0,6.12,0.3,61.42,2.5
2,2020-01-02 01:08:52,2020-01-02 01:27:14,2,11.36,1,N,132,82,2,31.5,0.5,0.5,0.0,0.0,0.3,32.8,0.0
2,2020-01-02 01:26:47,2020-01-02 01:42:10,1,3.83,1,N,148,49,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
2,2020-01-02 01:32:21,2020-01-02 01:43:26,2,3.15,1,N,48,236,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
2,2020-01-02 01:09:12,2020-01-02 01:40:37,1,24.04,1,N,132,133,2,63.0,0.5,0.5,0.0,0.0,0.3,64.3,0.0
1,2020-01-02 01:05:12,2020-01-02 01:10:41,1,1.0,1,N,68,90,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-02 01:13:01,2020-01-02 01:28:28,1,7.8,1,N,138,236,1,23.0,0.5,0.5,6.58,6.12,0.3,39.5,2.5
2,2020-01-02 01:22:37,2020-01-02 01:29:58,1,1.6,1,N,68,68,1,7.5,0.5,0.5,2.82,0.0,0.3,14.12,2.5
2,2020-01-02 01:40:50,2020-01-02 02:02:38,1,8.86,1,N,114,129,2,27.5,0.5,0.5,0.0,0.0,0.3,31.3,2.5
2,2020-01-02 01:35:51,2020-01-02 01:40:49,1,0.84,1,N,113,79,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
1,2020-01-02 01:18:21,2020-01-02 01:33:54,1,11.0,1,N,132,92,2,31.0,0.5,0.5,0.0,0.0,0.3,32.3,0.0
2,2020-01-02 01:05:13,2020-01-02 01:14:57,1,2.21,1,N,41,42,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0.0
2,2020-01-02 01:37:08,2020-01-02 02:03:22,1,19.9,1,N,132,14,1,53.5,0.5,0.5,15.0,0.0,0.3,69.8,0.0
1,2020-01-02 01:38:44,2020-01-02 01:53:48,1,7.1,1,N,138,37,1,21.0,0.5,0.5,4.45,0.0,0.3,26.75,0.0
1,2020-01-02 01:03:20,2020-01-02 01:24:49,1,8.7,1,N,138,239,1,26.5,3.0,0.5,7.0,6.12,0.3,43.42,2.5
2,2020-01-02 01:10:11,2020-01-02 01:21:13,1,6.36,1,N,138,256,1,19.0,0.5,0.5,3.04,0.0,0.3,23.34,0.0
2,2020-01-02 01:47:11,2020-01-02 02:00:25,1,1.9,1,N,79,68,1,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
2,2020-01-02 01:17:36,2020-01-02 01:22:32,2,1.48,1,N,48,142,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
2,2020-01-02 01:45:05,2020-01-02 01:55:50,1,3.91,1,N,41,48,1,13.5,0.5,0.5,2.7,0.0,0.3,20.0,2.5
2,2020-01-02 01:39:18,2020-01-02 01:41:46,1,0.65,1,N,79,79,1,4.0,0.5,0.5,1.17,0.0,0.3,8.97,2.5
2,2020-01-02 01:07:17,2020-01-02 01:07:45,2,0.0,2,N,142,142,1,52.0,0.0,0.5,7.08,6.12,0.3,68.5,2.5
2,2020-01-02 01:03:32,2020-01-02 01:13:07,1,2.39,1,N,68,144,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
1,2020-01-02 01:34:33,2020-01-02 01:52:05,2,6.8,1,N,138,42,1,21.5,0.5,0.5,7.0,12.24,0.3,42.04,0.0
2,2020-01-02 01:12:19,2020-01-02 01:17:20,1,1.55,1,N,43,164,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
2,2020-01-02 01:22:01,2020-01-02 01:52:37,1,7.84,1,N,138,50,1,27.5,0.5,0.5,6.26,0.0,0.3,37.56,2.5
2,2020-01-02 01:44:07,2020-01-02 02:02:29,1,7.19,1,N,74,186,2,22.5,0.5,0.5,0.0,0.0,0.3,26.3,2.5
2,2020-01-02 01:55:04,2020-01-02 02:29:09,1,24.2,1,N,132,115,2,64.5,0.5,0.5,0.0,12.24,0.3,78.04,0.0
2,2020-01-02 01:16:43,2020-01-02 02:16:47,2,12.18,1,N,68,248,1,54.0,0.5,0.5,0.0,0.0,0.3,55.3,0.0
1,2020-01-02 01:26:31,2020-01-02 01:48:29,1,16.4,1,N,132,256,1,44.5,0.5,0.5,9.15,0.0,0.3,54.95,0.0
2,2020-01-02 01:51:04,2020-01-02 02:14:53,1,18.5,1,N,132,65,2,49.0,0.5,0.5,0.0,0.0,0.3,50.3,0.0
1,2020-01-02 01:22:16,2020-01-02 01:47:58,2,18.5,1,N,132,145,1,50.0,0.5,0.5,7.69,0.0,0.3,58.99,0.0
2,2020-01-02 01:35:48,2020-01-02 01:56:11,1,14.93,1,N,138,51,2,40.5,0.5,0.5,0.0,5.76,0.3,47.56,0.0
2,2020-01-02 01:22:15,2020-01-02 01:38:41,1,4.22,1,N,144,142,1,15.5,0.5,0.5,1.0,0.0,0.3,20.3,2.5
2,2020-01-02 01:17:36,2020-01-02 01:40:07,6,15.14,1,N,132,226,2,41.5,0.5,0.5,0.0,0.0,0.3,42.8,0.0
1,2020-01-02 01:15:15,2020-01-02 01:34:12,1,3.1,1,N,141,68,1,14.0,3.0,0.5,1.0,0.0,0.3,18.8,2.5
2,2020-01-02 01:32:08,2020-01-02 01:36:06,1,0.58,1,N,107,79,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
2,2020-01-02 01:59:07,2020-01-02 02:07:16,4,2.53,1,N,114,230,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
1,2020-01-02 01:50:07,2020-01-02 02:18:20,2,15.6,1,N,41,218,2,43.5,0.5,0.5,0.0,6.12,0.3,50.92,0.0
2,2020-01-02 01:01:10,2020-01-02 01:22:20,1,6.49,1,N,48,82,2,21.0,0.5,0.5,0.0,0.0,0.3,24.8,2.5
2,2020-01-02 01:40:45,2020-01-02 01:55:46,4,8.94,1,N,138,141,1,25.0,0.5,0.5,8.73,6.12,0.3,43.65,2.5
2,2020-01-02 01:43:29,2020-01-02 02:10:01,1,19.0,1,N,132,33,1,51.0,0.5,0.5,3.0,0.0,0.3,55.3,0.0
2,2020-01-02 01:54:46,2020-01-02 02:07:06,1,3.54,1,N,68,262,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
2,2020-01-02 01:26:34,2020-01-02 01:41:18,1,3.14,1,N,7,82,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,0.0
2,2020-01-02 01:42:54,2020-01-02 01:53:04,1,4.18,1,N,129,80,1,14.0,0.5,0.5,1.0,0.0,0.3,16.3,0.0
2,2020-01-02 01:52:10,2020-01-02 01:59:49,1,1.87,1,N,114,186,1,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
2,2020-01-02 01:02:56,2020-01-02 01:17:12,1,6.47,1,N,132,197,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,0.0
2,2020-01-02 01:10:07,2020-01-02 01:17:54,2,1.61,1,N,65,181,1,7.5,0.5,0.5,1.76,0.0,0.3,12.51,0.0
2,2020-01-02 01:36:29,2020-01-02 01:41:41,1,1.32,1,N,114,68,1,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-02 01:22:51,2020-01-02 01:51:36,1,21.56,1,N,132,40,1,57.5,0.5,0.5,11.76,0.0,0.3,70.56,0.0
1,2020-01-02 01:32:23,2020-01-02 01:39:28,2,1.0,1,N,68,48,1,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5
2,2020-01-02 01:13:09,2020-01-02 01:17:53,1,0.92,1,N,48,246,1,5.5,0.5,0.5,1.4,0.0,0.3,10.7,2.5
2,2020-01-02 01:04:19,2020-01-02 01:16:01,1,2.93,1,N,114,48,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
1,2020-01-02 01:20:53,2020-01-02 01:29:21,2,1.0,1,N,114,148,2,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
1,2020-01-02 01:38:41,2020-01-02 01:49:40,1,4.2,1,N,79,263,2,13.0,3.0,0.5,0.0,0.0,0.3,16.8,2.5
2,2020-01-02 01:42:39,2020-01-02 01:58:04,1,5.34,1,N,107,179,1,17.5,0.5,0.5,4.26,0.0,0.3,25.56,2.5
2,2020-01-02 01:16:39,2020-01-02 01:30:03,1,7.15,1,N,48,244,1,21.5,0.5,0.5,5.06,0.0,0.3,30.36,2.5
2,2020-01-02 01:19:18,2020-01-02 01:34:38,1,7.43,1,N,138,262,1,22.5,0.5,0.5,6.48,6.12,0.3,38.9,2.5
2,2020-01-02 01:20:28,2020-01-02 01:38:20,1,10.09,1,N,138,78,2,28.5,0.5,0.5,0.0,6.12,0.3,35.92,0.0
2,2020-01-02 01:16:54,2020-01-02 01:41:24,1,14.41,1,N,132,226,1,40.0,0.5,0.5,10.32,0.0,0.3,51.62,0.0
1,2020-01-02 01:00:33,2020-01-02 01:17:16,1,9.0,1,N,138,4,1,26.0,3.0,0.5,5.0,0.0,0.3,34.8,2.5
2,2020-01-02 01:01:17,2020-01-02 01:09:41,1,6.67,1,N,132,28,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,0.0
2,2020-01-02 01:11:30,2020-01-02 01:24:48,1,9.96,2,N,93,232,1,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5
2,2020-01-02 01:28:31,2020-01-02 01:39:20,1,6.29,1,N,132,134,1,19.0,0.5,0.5,3.0,0.0,0.3,23.3,0.0
2,2020-01-02 01:11:37,2020-01-02 01:32:42,1,17.16,2,N,132,233,1,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
2,2020-01-02 01:07:46,2020-01-02 01:12:03,1,0.88,1,N,48,230,1,5.0,0.5,0.5,2.2,0.0,0.3,11.0,2.5
2,2020-01-02 01:46:19,2020-01-02 01:53:15,1,1.23,1,N,48,230,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-02 00:46:14,2020-01-02 01:17:30,1,20.62,2,N,132,237,1,52.0,0.0,0.5,15.36,6.12,0.3,76.78,2.5
2,2020-01-02 01:26:59,2020-01-02 01:42:47,1,3.79,1,N,68,229,2,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
2,2020-01-02 01:27:24,2020-01-02 01:33:14,1,1.03,1,N,48,186,1,6.0,0.5,0.5,0.98,0.0,0.3,10.78,2.5
2,2020-01-02 01:36:36,2020-01-02 01:59:59,1,6.8,1,N,68,129,1,23.0,0.5,0.5,8.04,0.0,0.3,34.84,2.5
2,2020-01-02 01:00:06,2020-01-02 01:06:19,2,0.91,1,N,74,41,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0
1,2020-01-02 01:00:55,2020-01-02 01:17:21,1,8.1,1,N,138,42,1,24.5,0.5,0.5,7.95,6.12,0.3,39.87,0.0
1,2020-01-02 01:53:29,2020-01-02 02:03:04,2,1.0,1,N,144,231,2,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-02 01:01:12,2020-01-02 01:20:33,2,14.48,1,N,132,15,1,39.5,0.5,0.5,8.16,0.0,0.3,48.96,0.0
2,2020-01-02 01:32:54,2020-01-02 01:36:44,1,1.13,1,N,79,137,1,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
2,2020-01-02 01:09:23,2020-01-02 01:13:19,2,0.77,1,N,48,100,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-02 01:47:21,2020-01-02 01:55:44,2,2.46,1,N,142,234,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
1,2020-01-02 01:23:21,2020-01-02 01:41:29,1,4.1,1,N,79,80,1,16.5,3.0,0.5,3.0,0.0,0.3,23.3,2.5
2,2020-01-02 01:12:52,2020-01-02 01:39:53,1,18.36,1,N,132,181,1,50.0,0.5,0.5,10.26,0.0,0.3,61.56,0.0
2,2020-01-02 01:13:09,2020-01-02 01:27:32,3,3.22,1,N,100,148,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
2,2020-01-02 01:50:28,2020-01-02 01:57:52,3,1.98,1,N,148,234,2,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
1,2020-01-02 01:01:58,2020-01-02 01:28:30,1,11.6,1,N,138,63,1,34.0,0.5,0.5,10.55,0.0,0.3,45.85,0.0
2,2020-01-02 01:32:25,2020-01-02 01:50:32,6,8.89,1,N,138,160,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8,0.0
2,2020-01-02 01:10:47,2020-01-02 01:19:08,1,2.65,1,N,65,17,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,0.0
2,2020-01-02 01:25:35,2020-01-02 01:28:17,1,0.92,1,N,68,48,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
2,2020-01-02 01:45:27,2020-01-02 01:59:58,1,6.68,1,N,140,244,2,20.5,0.5,0.5,0.0,0.0,0.3,24.3,2.5
1,2020-01-02 01:11:07,2020-01-02 01:11:17,2,17.3,5,N,79,79,1,65.0,0.0,0.0,6.5,0.0,0.3,71.8,0.0
2,2020-01-02 01:55:10,2020-01-02 02:04:19,1,4.99,1,N,132,219,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,0.0
2,2020-01-02 00:59:32,2020-01-02 01:27:45,1,21.82,1,N,132,54,2,58.0,0.5,0.5,0.0,0.0,0.3,59.3,0.0
2,2020-01-02 01:29:58,2020-01-02 01:42:23,1,2.79,1,N,146,7,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,0.0
2,2020-01-02 01:04:03,2020-01-02 01:31:06,2,20.8,2,N,132,88,1,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5
2,2020-01-02 01:36:41,2020-01-02 01:47:52,1,3.36,1,N,87,186,3,-12.0,-0.5,-0.5,0.0,0.0,-0.3,-15.8,-2.5
2,2020-01-02 01:36:41,2020-01-02 01:47:52,1,3.36,1,N,87,186,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
2,2020-01-02 01:51:20,2020-01-02 02:08:43,1,5.5,1,N,68,41,1,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5
2,2020-01-02 00:58:53,2020-01-02 01:20:10,1,15.13,1,N,132,256,1,40.5,0.5,0.5,5.0,0.0,0.3,46.8,0.0
2,2020-01-02 01:48:58,2020-01-02 02:00:37,1,4.51,1,N,107,112,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
